--- DFS SEARCH [GeneratorOutput.txt]
(64, 11)
(65, 11)
(65, 10)
(65, 9)
(65, 8)
(65, 7)
(66, 7)
(67, 7)
(67, 8)
(67, 9)
(68, 9)
(68, 10)
(69, 10)
(70, 10)
(70, 9)
(71, 9)
(72, 9)
(72, 10)
(73, 10)
(73, 11)
(73, 12)
(73, 13)
(74, 13)
(74, 14)
(75, 14)
(76, 14)
(76, 15)
(76, 16)
(77, 16)
(77, 17)
(77, 18)
(76, 18)
(76, 19)
(75, 19)
(75, 20)
(75, 21)
(76, 21)
(76, 22)
(76, 23)
(77, 23)
(78, 23)
(78, 22)
(78, 21)
(78, 20)
(79, 20)
(79, 19)
(80, 19)
(80, 18)
(80, 17)
(80, 16)
(80, 15)
(80, 14)
(79, 14)
(79, 13)
(78, 13)
(77, 13)
(77, 12)
(76, 12)
(75, 12)
(75, 11)
(75, 10)
(76, 10)
(76, 9)
(77, 9)
(78, 9)
(78, 8)
(79, 8)
(80, 8)
(80, 9)
(80, 10)
(81, 10)
(82, 10)
(82, 11)
(82, 12)
(82, 13)
(82, 14)
(83, 14)
(84, 14)
(84, 15)
(84, 16)
(85, 16)
(86, 16)
(87, 16)
(87, 15)
(88, 15)
(89, 15)
(90, 15)
(90, 14)
(91, 14)
(92, 14)
(93, 14)
(93, 13)
(93, 12)
(92, 12)
(92, 11)
(91, 11)
(91, 10)
(91, 9)
(91, 8)
(90, 8)
(90, 7)
(89, 7)
(88, 7)
(88, 6)
(87, 6)
(86, 6)
(86, 5)
(85, 5)
(84, 5)
(83, 5)
(83, 4)
(82, 4)
(81, 4)
(80, 4)
(79, 4)
(78, 4)
(77, 4)
(77, 3)
(76, 3)
(76, 2)
(76, 1)
(75, 1)
(74, 1)
(73, 1)
(73, 2)
(73, 3)
(74, 3)
(74, 4)
(74, 5)
(73, 5)
(73, 6)
(73, 7)
(72, 7)
(71, 7)
(71, 6)
(70, 6)
(70, 5)
(70, 4)
(70, 3)
(71, 3)
(71, 2)
(71, 1)
(70, 1)
(69, 1)
(69, 2)
(68, 2)
(68, 3)
(67, 3)
(66, 3)
(66, 4)
(66, 5)
(65, 5)
(64, 5)
(64, 4)
(63, 4)
(62, 4)
(61, 4)
(60, 4)
(60, 5)
(59, 5)
(59, 6)
(58, 6)
(57, 6)
(56, 6)
(55, 6)
(55, 7)
(55, 8)
(54, 8)
(53, 8)
(52, 8)
(52, 9)
(52, 10)
(52, 11)
(51, 11)
(50, 11)
(50, 10)
(49, 10)
(49, 9)
(48, 9)
(47, 9)
(46, 9)
(46, 10)
(45, 10)
(44, 10)
(44, 9)
(43, 9)
(42, 9)
(41, 9)
(41, 8)
(40, 8)
(39, 8)
(39, 7)
(38, 7)
(37, 7)
(37, 8)
(36, 8)
(36, 9)
(35, 9)
(35, 10)
(35, 11)
(36, 11)
(36, 12)
(37, 12)
(38, 12)
(39, 12)
(39, 11)
(40, 11)
(41, 11)
(42, 11)
(42, 12)
(43, 12)
(43, 13)
(43, 14)
(43, 15)
(43, 16)
(43, 17)
(43, 18)
(42, 18)
(42, 19)
(41, 19)
(40, 19)
(40, 18)
(39, 18)
(38, 18)
(38, 19)
(38, 20)
(37, 20)
(36, 20)
(36, 19)
(36, 18)
(36, 17)
(37, 17)
(37, 16)
(38, 16)
(38, 15)
(38, 14)
(37, 14)
(36, 14)
(36, 15)
(35, 15)
(34, 15)
(34, 14)
(33, 14)
(32, 14)
(32, 15)
(31, 15)
(30, 15)
(30, 16)
(30, 17)
(31, 17)
(31, 18)
(32, 18)
(33, 18)
(33, 19)
(33, 20)
(34, 20)
(34, 21)
(34, 22)
(35, 22)
(35, 23)
(36, 23)
(37, 23)
(37, 24)
(38, 24)
(38, 25)
(38, 26)
(37, 26)
(37, 27)
(37, 28)
(38, 28)
(38, 29)
(38, 30)
(39, 30)
(39, 31)
(39, 32)
(39, 33)
(39, 34)
(38, 34)
(37, 34)
(37, 35)
(37, 36)
(38, 36)
(39, 36)
(40, 36)
(40, 35)
(41, 35)
(41, 34)
(42, 34)
(43, 34)
(43, 35)
(44, 35)
(45, 35)
(46, 35)
(47, 35)
(48, 35)
(48, 34)
(48, 33)
(47, 33)
(47, 32)
(46, 32)
(45, 32)
(44, 32)
(43, 32)
(43, 31)
(43, 30)
(42, 30)
(41, 30)
(41, 29)
(40, 29)
(40, 28)
(40, 27)
(40, 26)
(40, 25)
(40, 24)
(41, 24)
(41, 23)
(41, 22)
(41, 21)
(42, 21)
(43, 21)
(43, 22)
(44, 22)
(44, 23)
(45, 23)
(45, 24)
(46, 24)
(46, 25)
(47, 25)
(48, 25)
(48, 24)
(48, 23)
(48, 22)
(47, 22)
(46, 22)
(46, 21)
(46, 20)
(45, 20)
(45, 19)
(45, 18)
(46, 18)
(47, 18)
(48, 18)
(48, 19)
(48, 20)
(49, 20)
(49, 21)
(50, 21)
(50, 22)
(51, 22)
(52, 22)
(53, 22)
(53, 23)
(54, 23)
(54, 24)
(54, 25)
(53, 25)
(53, 26)
(53, 27)
(54, 27)
(55, 27)
(56, 27)
(56, 26)
(57, 26)
(58, 26)
(58, 27)
(58, 28)
(57, 28)
(57, 29)
(56, 29)
(55, 29)
(55, 30)
(54, 30)
(54, 31)
(54, 32)
(55, 32)
(55, 33)
(55, 34)
(55, 35)
(55, 36)
(56, 36)
(56, 37)
(57, 37)
(57, 38)
(58, 38)
(59, 38)
(60, 38)
(61, 38)
(62, 38)
(62, 39)
(63, 39)
(63, 40)
(63, 41)
(62, 41)
(61, 41)
(61, 42)
(60, 42)
(60, 43)
(60, 44)
(60, 45)
(61, 45)
(61, 46)
(62, 46)
(63, 46)
(63, 45)
(63, 44)
(64, 44)
(64, 43)
(65, 43)
(65, 42)
(65, 41)
(66, 41)
(67, 41)
(67, 42)
(68, 42)
(68, 43)
(68, 44)
(69, 44)
(70, 44)
(70, 45)
(70, 46)
(69, 46)
(68, 46)
(67, 46)
(66, 46)
(65, 46)
(65, 47)
(64, 47)
(64, 48)
(64, 49)
(65, 49)
(66, 49)
(66, 50)
(67, 50)
(68, 50)
(69, 50)
(70, 50)
(70, 49)
(71, 49)
(72, 49)
(73, 49)
(74, 49)
(75, 49)
(75, 48)
(75, 47)
(74, 47)
(73, 47)
(72, 47)
(72, 46)
(72, 45)
(73, 45)
(74, 45)
(74, 44)
(75, 44)
(75, 43)
(76, 43)
(76, 42)
(76, 41)
(77, 41)
(77, 40)
(77, 39)
(76, 39)
(75, 39)
(74, 39)
(74, 38)
(74, 37)
(73, 37)
(73, 36)
(72, 36)
(72, 35)
(72, 34)
(73, 34)
(73, 33)
(74, 33)
(74, 32)
(75, 32)
(76, 32)
(76, 33)
(77, 33)
(78, 33)
(78, 34)
(79, 34)
(79, 35)
(79, 36)
(80, 36)
(81, 36)
(81, 35)
(82, 35)
(82, 34)
(82, 33)
(83, 33)
(84, 33)
(84, 32)
(85, 32)
(85, 31)
(85, 30)
(86, 30)
(86, 29)
(87, 29)
(87, 28)
(87, 27)
(87, 26)
(86, 26)
(85, 26)
(85, 25)
(85, 24)
(86, 24)
(87, 24)
(87, 23)
(88, 23)
(89, 23)
(89, 22)
(89, 21)
(90, 21)
(91, 21)
(91, 22)
(91, 23)
(91, 24)
(91, 25)
(91, 26)
(91, 27)
(90, 27)
(90, 28)
(89, 28)
(89, 29)
(89, 30)
(89, 31)
(89, 32)
(88, 32)
(88, 33)
(88, 34)
(88, 35)
(88, 36)
(88, 37)
(89, 37)
(90, 37)
(90, 38)
(91, 38)
(92, 38)
(92, 39)
(93, 39)
(93, 40)
(94, 40)
(95, 40)
(95, 41)
(95, 42)
(94, 42)
(94, 43)
(94, 44)
(93, 44)
(93, 45)
(93, 46)
(92, 46)
(92, 47)
(92, 48)
(93, 48)
(93, 49)
(94, 49)
(94, 50)
(95, 50)
(95, 51)
(95, 52)
(95, 53)
(95, 54)
(95, 55)
(94, 55)
(94, 56)
(94, 57)
(95, 57)
(96, 57)
(96, 58)
(97, 58)
(97, 59)
(97, 60)
(98, 60)
(98, 61)
(98, 62)
(98, 63)
(97, 63)
(97, 64)
(97, 65)
(97, 66)
(97, 67)
(98, 67)
(98, 68)
(98, 69)
(97, 69)
(97, 70)
(96, 70)
(95, 70)
(95, 71)
(95, 72)
(94, 72)
(94, 73)
(93, 73)
(93, 74)
(92, 74)
(92, 75)
(91, 75)
(91, 76)
(91, 77)
(90, 77)
(90, 78)
(89, 78)
(88, 78)
(88, 77)
(88, 76)
(87, 76)
(87, 75)
(87, 74)
(88, 74)
(89, 74)
(90, 74)
(90, 73)
(90, 72)
(90, 71)
(90, 70)
(90, 69)
(91, 69)
(92, 69)
(92, 68)
(92, 67)
(93, 67)
(93, 66)
(93, 65)
(92, 65)
(91, 65)
(90, 65)
(89, 65)
(89, 66)
(88, 66)
(87, 66)
(86, 66)
(85, 66)
(85, 65)
(84, 65)
(84, 64)
(83, 64)
(83, 63)
(83, 62)
(84, 62)
(85, 62)
(85, 63)
(86, 63)
(86, 64)
(87, 64)
(88, 64)
(88, 63)
(89, 63)
(90, 63)
(91, 63)
(91, 62)
(91, 61)
(91, 60)
(90, 60)
(89, 60)
(88, 60)
(87, 60)
(87, 59)
(87, 58)
(86, 58)
(86, 57)
(86, 56)
(87, 56)
(87, 55)
(88, 55)
(88, 54)
(88, 53)
(88, 52)
(88, 51)
(88, 50)
(87, 50)
(86, 50)
(86, 49)
(86, 48)
(86, 47)
(87, 47)
(88, 47)
(89, 47)
(90, 47)
(90, 46)
(90, 45)
(90, 44)
(90, 43)
(89, 43)
(89, 42)
(89, 41)
(88, 41)
(87, 41)
(87, 40)
(86, 40)
(85, 40)
(85, 39)
(85, 38)
(86, 38)
(86, 37)
(86, 36)
(85, 36)
(84, 36)
(84, 37)
(83, 37)
(83, 38)
(83, 39)
(83, 40)
(82, 40)
(82, 41)
(81, 41)
(81, 42)
(80, 42)
(80, 43)
(79, 43)
(79, 44)
(78, 44)
(77, 44)
(77, 45)
(77, 46)
(77, 47)
(77, 48)
(78, 48)
(79, 48)
(79, 49)
(80, 49)
(80, 50)
(80, 51)
(80, 52)
(79, 52)
(78, 52)
(78, 53)
(78, 54)
(77, 54)
(77, 55)
(76, 55)
(76, 56)
(76, 57)
(75, 57)
(75, 58)
(74, 58)
(74, 59)
(73, 59)
(72, 59)
(71, 59)
(71, 60)
(70, 60)
(70, 61)
(69, 61)
(69, 62)
(68, 62)
(68, 63)
(67, 63)
(66, 63)
(65, 63)
(64, 63)
(63, 63)
(63, 64)
(63, 65)
(63, 66)
(63, 67)
(62, 67)
(61, 67)
(61, 68)
(61, 69)
(61, 70)
(61, 71)
(61, 72)
(61, 73)
(62, 73)
(62, 74)
(62, 75)
(62, 76)
(62, 77)
(62, 78)
(63, 78)
(63, 79)
(63, 80)
(63, 81)
(63, 82)
(63, 83)
(64, 83)
(64, 84)
(64, 85)
(64, 86)
(65, 86)
(65, 87)
(65, 88)
(66, 88)
(67, 88)
(68, 88)
(69, 88)
(69, 87)
(70, 87)
(70, 86)
(70, 85)
(69, 85)
(69, 84)
(68, 84)
(67, 84)
(67, 83)
(67, 82)
(67, 81)
(68, 81)
(68, 80)
(68, 79)
(67, 79)
(66, 79)
(66, 78)
(65, 78)
(65, 77)
(64, 77)
(64, 76)
(64, 75)
(64, 74)
(65, 74)
(65, 73)
(65, 72)
(65, 71)
(66, 71)
(67, 71)
(67, 70)
(68, 70)
(69, 70)
(69, 69)
(70, 69)
(71, 69)
(72, 69)
(73, 69)
(74, 69)
(74, 70)
(74, 71)
(74, 72)
(73, 72)
(73, 73)
(73, 74)
(73, 75)
(74, 75)
(74, 76)
(75, 76)
(76, 76)
(76, 75)
(77, 75)
(77, 74)
(78, 74)
(78, 73)
(78, 72)
(79, 72)
(80, 72)
(80, 71)
(81, 71)
(82, 71)
(82, 72)
(82, 73)
(82, 74)
(83, 74)
(83, 75)
(83, 76)
(84, 76)
(84, 77)
(84, 78)
(83, 78)
(82, 78)
(81, 78)
(80, 78)
(80, 79)
(80, 80)
(79, 80)
(78, 80)
(78, 81)
(78, 82)
(78, 83)
(79, 83)
(79, 84)
(79, 85)
(78, 85)
(77, 85)
(77, 86)
(76, 86)
(75, 86)
(74, 86)
(74, 85)
(74, 84)
(73, 84)
(72, 84)
(72, 85)
(72, 86)
(72, 87)
(72, 88)
(72, 89)
(73, 89)
(74, 89)
(74, 90)
(75, 90)
(75, 91)
(76, 91)
(77, 91)
(78, 91)
(79, 91)
(79, 92)
(80, 92)
(80, 93)
(80, 94)
(80, 95)
(81, 95)
(82, 95)
(83, 95)
(84, 95)
(84, 96)
(84, 97)
(84, 98)
(85, 98)
(86, 98)
(86, 99)
