--- DFS SEARCH [GeneratorOutput.txt]
(83, 0)
(83, 1)
(84, 1)
(84, 2)
(84, 3)
(85, 3)
(86, 3)
(87, 3)
(87, 2)
(88, 2)
(88, 1)
(89, 1)
(90, 1)
(90, 2)
(91, 2)
(92, 2)
(93, 2)
(93, 1)
(94, 1)
(95, 1)
(96, 1)
(96, 2)
(96, 3)
(96, 4)
(96, 5)
(96, 6)
(97, 6)
(97, 7)
(97, 8)
(97, 9)
(96, 9)
(95, 9)
(94, 9)
(94, 10)
(94, 11)
(95, 11)
(96, 11)
(96, 12)
(97, 12)
(97, 13)
(97, 14)
(96, 14)
(96, 15)
(95, 15)
(95, 16)
(94, 16)
(93, 16)
(93, 17)
(92, 17)
(92, 18)
(91, 18)
(91, 19)
(90, 19)
(89, 19)
(88, 19)
(88, 20)
(87, 20)
(86, 20)
(86, 19)
(86, 18)
(85, 18)
(84, 18)
(83, 18)
(83, 19)
(83, 20)
(84, 20)
(84, 21)
(84, 22)
(84, 23)
(83, 23)
(83, 24)
(82, 24)
(82, 25)
(81, 25)
(81, 26)
(80, 26)
(79, 26)
(78, 26)
(78, 27)
(78, 28)
(77, 28)
(76, 28)
(76, 29)
(75, 29)
(74, 29)
(73, 29)
(73, 30)
(72, 30)
(72, 31)
(71, 31)
(70, 31)
(70, 32)
(69, 32)
(69, 33)
(68, 33)
(67, 33)
(66, 33)
(65, 33)
(65, 34)
(65, 35)
(66, 35)
(67, 35)
(68, 35)
(68, 36)
(68, 37)
(68, 38)
(68, 39)
(67, 39)
(66, 39)
(66, 38)
(65, 38)
(65, 37)
(64, 37)
(63, 37)
(63, 36)
(63, 35)
(63, 34)
(62, 34)
(62, 33)
(61, 33)
(61, 32)
(61, 31)
(62, 31)
(62, 30)
(62, 29)
(61, 29)
(61, 28)
(61, 27)
(62, 27)
(62, 26)
(63, 26)
(63, 25)
(63, 24)
(62, 24)
(62, 23)
(61, 23)
(61, 22)
(61, 21)
(61, 20)
(62, 20)
(62, 19)
(63, 19)
(63, 18)
(63, 17)
(63, 16)
(62, 16)
(61, 16)
(61, 15)
(61, 14)
(62, 14)
(62, 13)
(63, 13)
(63, 12)
(64, 12)
